GPU-a1ea1946-07c0-8ed5-2ba1-d96f82c89cd3, 6826, /usr/NX/bin/nxnode.bin, 312 MiB
GPU-4f1220f9-7ba2-21ad-3f9a-b24c2ca4ce91, 6217, /usr/libexec/gnome-remote-desktop-daemon, 251 MiB
